Monthly_Revenue,Monthly_Expenditure,Monthly_Balance,Loan_History,Online_Sales,Total_Reviews,Average_Rating,Sentiment_Score,Review_Growth,Follower_Count,Customer_Engagement,Social_Sentiment_Score,On_Time_Payment,Number_of_Suppliers,Supplier_Transactions,City_Type,Industry_Type,Years_in_Business,Number_of_Employees,Customer_Retention,Total_Loans_Applied,Creditworthiness_Score
19352.46582352076,11522.404144767606,13249.957774749259,63814.45683721739,3059.229207923723,786,1.3527831401787345,0.7245959108651986,15.547461545961475,10152,64.73774823707615,0.9871596918711377,92.93605558363255,22,794,Rural,Healthcare,1,422,96.40717463229477,7,0.7290228660577336
47585.001014085894,10320.906838826397,-387.20011003221043,45929.24535341931,1038.6959741043745,365,1.4937727273725794,0.014302855644534485,38.48502550715596,70570,40.492993006122724,0.6358561871330994,99.66702394756916,13,720,Urban,Healthcare,49,113,37.1719206634161,1,0.1258001100231083
36867.70314875885,5696.540418834372,3665.992359247155,96449.85248639408,1350.9563272249381,847,2.692942871980165,0.18028334497772003,48.71891463329129,459,17.393500359199166,0.6173537184419164,56.730609193362746,38,268,Urban,Manufacturing,46,245,72.09970730647302,1,0.5058780136965287
30334.265725654794,18414.366767993895,11582.015921445454,21897.84509842382,1888.6441689911258,545,3.1727030552319553,0.2762680460527186,-1.4001078740148145,61337,51.5764572881138,0.5405735499444086,91.45394818517124,45,686,Rural,Healthcare,43,88,87.74895761084773,4,0.7747451957492765
8644.91338167939,14560.412735004553,7052.233613111999,58785.641599894065,2116.1680102129885,227,1.3789558872652634,0.8221354731354222,34.645822670216376,37787,72.32507157464066,0.2445635529604565,57.778120036884125,41,50,Suburban,Technology,31,264,92.27478012780459,6,0.7571866961645922
8643.73149647393,26038.179273558108,13464.275965872344,70021.00149902226,2498.3919111843866,363,4.143938326824007,0.9321332869746292,22.94605031331396,91697,15.470035683406314,0.03779271669171391,72.37275676544705,14,107,Rural,Technology,36,25,47.33982876635392,12,0.5144866535492374
3846.0969962417735,1447.2326242207184,19030.19753057149,82556.44893453816,2629.054286738595,586,1.8006437103636213,0.6496976269913322,12.381084530386431,85404,35.374957874238056,0.45030424937605107,96.23781265823423,12,513,Suburban,Healthcare,32,424,38.982287694746475,18,0.7939114536059729
43442.631142971826,19494.103862876225,-2086.3328071200626,40697.10304280071,4611.591820326606,736,3.2418576649146686,0.08803717053758653,29.63439183984613,63218,73.44545500782246,0.8469545138932417,96.60408117343627,27,647,Rural,Manufacturing,18,234,80.11991736167681,9,0.39912418708123
30454.635575417233,23006.991916091054,12739.192909951522,68692.19076574815,5144.774589177809,410,2.964491996442883,0.49952439829788065,42.89155711484074,42465,65.63908394153995,0.8885612956495333,77.63121493485968,23,542,Rural,Healthcare,26,443,39.347615578405836,12,0.9575294422777929
35695.55631200623,22904.85379105506,758.6038908028631,30320.147138428278,3157.904160450924,109,4.622542316368221,0.8590423849911283,28.49050387773469,47415,99.95432463955132,0.505587356390436,96.81960042163837,2,966,Rural,Retail,24,424,46.75394465637021,15,0.4655050390456953
2008.64022049432,26639.18202931799,5361.918185189232,43547.60923618203,9082.23455721521,430,4.573213959270184,0.3621856474720867,32.21803724100306,20300,17.348073959576883,0.9396725321346133,51.88854453573167,39,528,Rural,Technology,18,260,99.74594564967096,17,0.9767403264232759
48525.58275593772,22006.495413470075,-4178.431855121505,89562.71312033992,5576.08326105565,315,1.9536484216149206,0.06527370225728957,-1.105457473952674,22264,34.40853117993906,0.5638481915054144,84.30859534632508,16,928,Rural,Retail,39,497,72.41714664040381,11,0.8283306796535601
41789.68939922067,27870.39681860704,-1602.3154426825263,94990.76093309543,7896.021587530727,259,3.1537003680502815,0.7795806758924585,32.77508871764224,51118,19.80904463158214,0.7594665901567906,71.41296425221927,23,397,Urban,Technology,2,228,92.61110804181914,4,0.0007970294020039903
11404.616423235531,10313.369694716299,2994.4322262224923,71881.73469272647,9249.95454096635,438,4.941600545855929,0.6571196949747469,49.167517758481,93351,24.41551741710526,0.4419133509064056,77.69150555740018,27,544,Suburban,Retail,25,470,75.81955093903987,8,0.3054203738184551
9909.42339314793,15344.67779417052,3549.645132199623,37435.1890776185,1715.0376343004716,285,2.327388997291414,0.46697134575171784,47.575984249995344,31653,19.570998225921553,0.08213719319145907,59.67676951190838,7,551,Rural,Manufacturing,13,178,69.41665086832319,17,0.3102915673698742
9986.820982818257,915.3500668452749,17489.630411552393,82005.7789974664,4335.957388784782,324,1.2946770869084543,0.849806129102639,14.551644690863007,44862,98.90948732061237,0.8377846674184605,60.08869374079123,16,831,Urban,Healthcare,16,181,72.87779661883286,0,0.18127802667095416
